Name,E143-1995.d
Comment,Taken from tables 1,2, 3. Bin in Q guessed by us.
Reference,10.17182/hepdata.19584.v1
Process type,G2
Number of points,12
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,
E143-1995.d.0,102,55.50148225,1.2206555615733703,1.1221109984221642,1.3192001247245764,0.038,0.029,0.047,3.230762774259883,2.158,0.376,0.041765985637870706,1.0
E143-1995.d.1,102,55.50148225,1.4177446878757824,1.3192001247245764,1.5150981187677464,0.06,0.047,0.075,-0.8108069991876378,0.708,0.153,0.036330521427143034,1.0
E143-1995.d.2,102,55.50148225,1.61245154965971,1.5150981187677464,1.702049418188301,0.095,0.075,0.12,-0.07499530242164396,0.391,0.117,0.036049774155157525,1.0
E143-1995.d.3,102,55.50148225,1.7916472867168918,1.702049418188301,1.866648035305826,0.152,0.12,0.193,-0.12354390209414227,0.244,0.079,0.01757658794679729,1.0
E143-1995.d.4,102,55.50148225,1.9416487838947598,1.866648035305826,1.997956321156087,0.242,0.193,0.31,0.17591329281380944,0.154,0.04,0.006518125019069676,1.0
E143-1995.d.5,102,55.50148225,2.0542638584174138,1.997956321156087,2.093668379593784,0.379,0.31,0.498,-0.0721085760266558,0.094,0.01,0.0035890961001407108,1.0
E143-1995.d.6,102,55.50148225,2.1330729007701543,2.093668379593784,2.1724774219465246,0.594,0.498,0.799,0.055105428387116615,0.039,0.003,0.0023723392903318677,1.0
E143-1995.d.7,102,55.50148225,1.9390719429665315,1.7939330739693995,2.0842108119636635,0.1,0.075,0.12,0.09764036201491058,0.622,0.126,0.03690994448953858,1.0
E143-1995.d.8,102,55.50148225,2.2293496809607953,2.0842108119636635,2.375626861772247,0.154,0.12,0.193,-0.10465994048131935,0.236,0.073,0.01787391311667329,1.0
E143-1995.d.9,102,55.50148225,2.5219040425836985,2.375626861772247,2.6528931119993544,0.242,0.193,0.31,-0.08249831780817367,0.117,0.038,0.00673680600914737,1.0
E143-1995.d.10,102,55.50148225,2.7838821814150108,2.6528931119993544,2.878547965439356,0.382,0.31,0.498,0.010043765649941166,0.056,0.01,0.00322761817827413,1.0
E143-1995.d.11,102,55.50148225,2.973213749463701,2.878547965439356,3.067879533488046,0.584,0.498,0.799,0.016825576900136918,0.018,0.002,0.002005708428183315,1.0
